date,value_mean,value_std,value_min,value_max,hourly_count,locationId,location,parameter,unit,latitude,longitude,country,city
2022-01-26,94.55541666666666,58.60832245243337,23.41,290.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-01-27,95.52333333333333,60.539397784070914,32.44,263.77,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-01-28,85.55958333333332,43.674397980387496,34.56,184.52,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-01-29,76.92541666666666,48.78335442939588,22.07,270.39,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-01-30,69.13458333333334,50.36392549358308,19.25,222.34,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-01-31,81.06125,44.83997433506809,24.81,187.32,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-01,83.85875,52.78938416934092,15.56,227.36,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-02,73.43625,33.876122514692184,22.08,144.36,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-03,74.32125,39.61881857559722,11.89,189.96,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-04,77.07958333333333,52.73213297075065,33.45,255.74,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-05,70.21916666666667,42.26033014096303,15.75,160.52,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-06,66.00750000000001,54.57753202714386,22.04,275.19,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-07,94.53541666666666,66.98215531209505,25.29,290.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-08,73.55083333333333,52.4845395800281,19.14,193.07,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-09,63.572916666666664,31.335893918076245,23.89,154.72,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-10,93.77999999999999,61.46653829877508,17.05,290.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-11,91.99416666666667,81.76897449876519,13.08,290.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-12,65.10041666666667,31.06016594473527,13.56,118.23,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-13,69.02041666666666,26.218592884865483,21.86,128.69,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-14,89.23875,51.43623999988808,13.87,181.26,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-15,71.17416666666666,54.9265174666526,24.73,254.21,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-16,71.01333333333334,37.56609163301008,35.49,156.68,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-17,78.82000000000001,64.67996786856237,19.68,290.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-18,76.74291666666666,46.62120272254998,18.08,212.79,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-19,57.13375,26.792767001318786,20.74,142.05,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-20,78.64291666666666,57.68077575001213,23.11,290.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-21,72.49291666666666,38.722116417092195,15.7,148.18,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-22,90.63083333333333,53.13059307983012,23.11,260.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-23,79.27666666666666,48.420768421130546,18.69,233.39,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-24,85.05708333333332,68.0648636598666,16.12,290.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-25,74.5125,33.89042409962102,16.75,138.78,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-26,65.71124999999999,41.48649097178711,17.87,175.09,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-27,81.44500000000001,57.37637886947828,21.57,216.71,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-02-28,84.13541666666667,61.725351143042396,24.96,284.43,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-01,55.572916666666664,31.626231885842827,11.79,143.51,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-02,53.6025,20.83248263190673,26.61,94.25,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-03,52.87166666666667,30.12357096255741,22.93,139.91,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-04,55.93375,29.545487526053346,21.28,133.96,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-05,47.19375,28.250660756027884,8.75,119.09,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-06,55.08208333333334,44.291896891571746,20.16,229.16,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-07,59.763749999999995,36.91705777674196,11.24,144.54,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-08,64.08083333333333,37.706812083975386,23.32,176.34,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-09,53.655833333333334,30.518478068592948,13.79,151.68,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-10,67.77666666666667,54.113756481875384,19.42,184.03,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-11,63.00208333333333,28.622610244527753,21.79,111.63,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-12,54.15083333333333,43.265498848155104,12.35,197.17,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-13,52.79541666666666,30.67128184888306,12.8,146.06,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-14,66.66916666666667,43.64397004185678,11.44,181.63,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-15,54.89333333333334,29.461196095242276,17.22,107.48,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-16,51.12083333333334,34.84406117655292,12.95,159.22,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-17,78.6425,81.18095885387646,12.81,290.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-18,63.262499999999996,44.64406521247424,17.02,219.45,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-19,45.115833333333335,22.04791401286844,7.36,100.94,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-20,52.24208333333333,29.3543450571101,18.64,135.88,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-21,48.94625,17.809382923299047,16.05,89.3,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-22,59.80416666666667,27.66567845712,13.47,137.91,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-23,64.54916666666666,55.847206143709386,14.5,290.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-24,66.26041666666667,38.827087751943246,13.67,167.16,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-25,63.60166666666667,55.71668695998625,19.27,290.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-26,57.09833333333333,44.78027726448395,24.67,195.67,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-27,42.57666666666667,21.14891932004558,19.8,107.05,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-28,51.59,20.23848464854929,20.05,97.44,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-29,51.874583333333334,29.041465105449046,13.28,117.79,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-30,42.64458333333334,28.702637354835325,16.32,169.25,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-03-31,59.36375,39.96528263081433,13.42,154.05,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-01,37.566250000000004,20.78365888457648,15.05,92.12,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-02,30.8475,14.329430417394704,8.93,65.12,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-03,29.927083333333332,21.22633874083281,5.06,97.39,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-04,33.90291666666666,30.125969221885143,9.79,149.82,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-05,35.895833333333336,25.077570077949993,7.62,123.48,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-06,35.385,32.39134452288142,12.65,151.89,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-07,46.913333333333334,54.28771401296636,5.22,273.18,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-08,48.60333333333333,35.15835130757224,15.63,171.19,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-09,34.559999999999995,21.40926962992798,8.04,91.49,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-10,42.44958333333333,34.90516835770471,8.06,164.04,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-11,38.208333333333336,23.979913091670245,13.57,113.99,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-12,40.310833333333335,23.075346889222942,11.26,85.53,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-13,34.58083333333333,22.462303477965744,12.59,113.15,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-14,45.07916666666667,28.25970997676753,11.08,108.8,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-15,33.79,30.599793122347002,10.01,154.3,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-16,41.254583333333336,37.50639724902206,10.31,151.3,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-17,36.89,32.76310411582437,5.16,166.87,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-18,36.55625,19.220239516333226,6.44,80.81,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-19,35.425000000000004,22.027711400988018,15.21,104.71,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-20,36.615833333333335,17.060484451214887,12.49,74.68,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-21,51.01791666666667,45.52868183226984,12.32,221.51,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-22,35.80583333333333,20.8253135926421,11.54,87.92,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-23,32.89875,16.73980762252453,10.25,70.38,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-24,35.77375,22.75016690096447,10.47,113.68,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-25,36.906666666666666,17.809773737465342,8.93,77.28,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-26,47.49125,43.84522316081581,9.27,180.0,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-27,43.01125,31.456393324382578,6.33,124.85,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-28,38.23416666666667,23.275556859105418,8.73,101.14,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-29,38.46666666666667,20.436145443299974,16.7,93.99,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-04-30,33.565,17.921539627183144,12.59,83.81,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-01,30.485416666666666,25.515794252591466,7.48,123.6,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-02,28.70875,16.304325996362195,7.49,82.35,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-03,29.196250000000003,17.558969914448905,9.86,69.8,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-04,34.901666666666664,25.6836775550859,9.2,105.42,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-05,34.26625,23.322076649370878,11.47,97.42,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-06,35.52,19.443202455848944,14.85,83.64,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-07,30.115,18.776027037271433,10.61,74.67,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-08,34.77666666666667,28.69377703579141,8.0,124.79,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-09,33.422916666666666,18.245410972569815,12.91,75.7,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-10,32.66625,22.03090138330408,6.29,106.09,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-11,34.89083333333333,18.121434561858237,9.16,75.45,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-12,30.49625,22.788659043003406,5.1,102.29,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-13,34.865,22.12719200637434,5.09,113.08,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-14,32.028333333333336,31.859502529846186,6.95,153.68,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-15,30.354166666666668,18.51986616457104,9.93,69.1,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-16,33.321666666666665,19.168618753774,7.17,79.64,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-17,32.180416666666666,21.102028437253768,9.83,82.35,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-18,29.30458333333333,17.432763750844373,5.36,63.18,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-19,32.298750000000005,14.307851086637408,6.64,62.64,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-20,31.235833333333332,17.106908321460093,8.97,62.69,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-21,31.52541666666667,14.97506477569402,6.6,59.17,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-22,27.36375,18.119997555547393,6.44,63.79,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-23,33.29083333333333,18.37706768411834,9.33,79.77,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-24,30.006249999999998,20.785107087297746,11.12,110.81,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-25,28.332916666666666,16.124715428339425,8.52,76.1,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-26,34.82791666666667,20.93089145760746,6.25,112.49,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-27,25.56041666666667,14.33959385731526,7.79,67.33,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-28,29.894583333333333,16.116115612253974,4.14,62.72,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-29,22.881666666666664,8.69606691039949,5.32,37.06,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-30,39.412083333333335,35.13753461683496,8.69,166.86,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-05-31,40.43958333333333,27.383063550013137,18.06,123.11,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-01,42.47166666666667,18.722971398018384,17.7,100.23,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-02,39.880833333333335,22.32475481469465,13.59,97.97,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-03,52.12083333333334,32.04787070409931,11.61,129.62,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-04,29.550416666666667,14.063755599340137,5.95,71.54,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-05,34.09291666666667,22.818279758193615,4.75,95.35,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-06,38.437916666666666,19.43389239786729,9.7,73.97,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-07,37.71958333333333,17.471448878264138,12.84,83.93,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-08,39.28208333333333,22.303099215164007,10.52,85.29,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-09,39.11958333333333,21.302442292960862,11.91,97.5,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-10,39.64833333333333,18.95360483475067,9.04,78.8,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-11,32.727916666666665,19.364101698799487,8.44,96.32,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-12,37.60875,26.235374445252518,8.96,103.66,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-13,29.159166666666668,15.323966428488717,6.04,78.56,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-14,49.63625,49.19073470663211,9.73,254.79,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-15,49.880833333333335,35.51697486587488,11.82,145.73,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-16,41.752500000000005,27.834107830064394,9.35,132.74,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-17,33.401666666666664,23.33272877063585,10.09,97.69,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-18,39.693333333333335,32.504640426796946,13.97,147.16,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-19,32.30166666666667,24.000921117589503,7.47,112.25,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-20,38.8575,19.88957412051983,11.04,79.55,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-21,38.99166666666667,22.763387397246074,11.65,97.75,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-22,39.50958333333333,29.71553341109321,6.57,136.03,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-23,48.675000000000004,21.02596159203106,13.94,102.88,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-24,34.61666666666667,16.966301041019303,14.84,64.93,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-25,30.300416666666667,21.75420808450765,12.73,112.22,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-26,35.961666666666666,14.52716635544732,15.25,72.83,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-27,35.94083333333334,16.32850213228568,15.26,70.56,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-28,45.094166666666666,33.142591134391544,13.48,125.91,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-29,37.59041666666666,27.674981556753863,5.57,128.72,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-06-30,47.708333333333336,38.6397622040872,10.06,153.45,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-07-01,52.775416666666665,35.999945528843654,10.85,157.83,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-07-02,49.02166666666667,29.492457203224994,13.5,123.22,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-07-03,45.90166666666667,28.36063724473652,14.05,138.52,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-07-04,43.98333333333333,24.28696423771522,11.35,106.45,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-07-05,58.92125000000001,42.836044687348554,12.32,175.24,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
2022-07-06,58.6975,39.950223730123916,18.84,184.53,24,4902926,Sputnik-4,pm25,µg/m³,41.204655,69.232522,UZ,Tashkent
